start_ts	endpoint	request_body	request_headers
2021-03-01 00:41:42.907387-08	/products_and_promotions		{'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive'}
2021-03-01 00:42:17.535782-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":594263752,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":5,""read_avg"":-1.35,""epc"":""000047170115990579250149""},{""read_count"":9,""read_avg"":-1.5,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614588114,""kit_temperature"":0,""rfid_0"":4354,""happy_hour"":0,""rfid_1"":3961,""power"":0,""app_uptime"":586839558,""rfid_2"":3979,""rfid_3"":3962,""rfid_4"":3425,""rfid_5"":3422,""rfid_6"":3428,""rfid_7"":3442}"	{'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '719', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-01 00:41:59.437401-08	/inventory	"{""retry_count"":0,""time"":1614588096,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000085110116008592410753"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000091730116043132910603"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920002"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000051110115832341130572"",""000051110115832341130578"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000091730116025015570288"",""000023500116127930280292"",""000092310116127898590981"",""000023500116073810700427"",""000027840116020713570137"",""000081750116112376090971"",""000091730116025015570086"",""000063180115752824410236"",""000081750116112376090821"",""000115710116123537390454"",""000089890116003507590144"",""000089890116003507590036"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000089890116003507590537"",""000042070116111428890580"",""000115720116123538480339"",""000042070116111428890587"",""000042070116111428890588"",""000101900116019237690163"",""000038160115371811190120"",""000089890116003454690101"",""000101780116037098601018"",""000093690116031089570316"",""000075390116043131790938"",""000027840116116652220832"",""000101770116130410541001"",""000099440116107218980277"",""000091430116073395440121"",""000047140116061254400059"",""000042070116111428890581"",""000101760116024989600518"",""000115720116123538480200"",""000042070116111428890542"",""000104480116021690620614"",""000092310116055198880023"",""000111020116121799780805"",""000040880115538449910343"",""000101920116037086490195"",""000043640116031290260022"",""000042070116111428890548"",""000091430116073395440059"",""0000611501160A45109172F2"",""000115720116123538480119""]}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '2311', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-01 00:46:42.935832-08	/products_and_promotions		{'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f'}
2021-03-01 00:51:42.961872-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive'}
2021-03-01 00:52:17.632561-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":594863804,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":3,""read_avg"":-1.75,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":-1.78,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614588714,""kit_temperature"":0,""rfid_0"":4371,""happy_hour"":0,""rfid_1"":3966,""power"":0,""app_uptime"":587439610,""rfid_2"":3964,""rfid_3"":3970,""rfid_4"":3441,""rfid_5"":3421,""rfid_6"":3443,""rfid_7"":3434}"	{'Content-Length': '721', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-01 00:56:42.963552-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Connection': 'Keep-Alive'}
2021-03-01 01:01:42.898881-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f'}
2021-03-01 01:02:17.68787-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":595463841,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":4,""read_avg"":-1.05,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":0,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614589314,""kit_temperature"":0,""rfid_0"":4376,""happy_hour"":0,""rfid_1"":3954,""power"":0,""app_uptime"":588039647,""rfid_2"":3969,""rfid_3"":3964,""rfid_4"":3442,""rfid_5"":3412,""rfid_6"":3429,""rfid_7"":3415}"	{'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '717'}
2021-03-01 01:06:43.007312-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Connection': 'Keep-Alive'}
2021-03-01 01:11:59.513677-08	/inventory	"{""retry_count"":0,""time"":1614589896,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000085110116008592410753"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000091730116043132910603"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920002"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000051110115832341130572"",""000051110115832341130578"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000091730116025015570288"",""000023500116127930280292"",""000092310116127898590981"",""000023500116073810700427"",""000027840116020713570137"",""000081750116112376090971"",""000091730116025015570086"",""000063180115752824410236"",""000081750116112376090821"",""000115710116123537390454"",""000089890116003507590144"",""000089890116003507590036"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000089890116003507590537"",""000042070116111428890580"",""000115720116123538480339"",""000042070116111428890587"",""000042070116111428890588"",""000101900116019237690163"",""000038160115371811190120"",""000089890116003454690101"",""000101780116037098601018"",""000093690116031089570316"",""000075390116043131790938"",""000027840116116652220832"",""000101770116130410541001"",""000099440116107218980277"",""000091430116073395440121"",""000047140116061254400059"",""000042070116111428890581"",""000101760116024989600518"",""000115720116123538480200"",""000042070116111428890542"",""000104480116021690620614"",""000092310116055198880023"",""000111020116121799780805"",""000040880115538449910343"",""000101920116037086490195"",""000043640116031290260022"",""000042070116111428890548"",""000091430116073395440059"",""0000611501160A45109172F2"",""000115720116123538480119""]}"	{'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Length': '2311'}
2021-03-01 01:11:42.962714-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-01 01:12:17.75097-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":596063872,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":3,""read_avg"":1.83,""epc"":""000047170115990579250149""},{""read_count"":9,""read_avg"":3.09,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614589914,""kit_temperature"":0,""rfid_0"":4337,""happy_hour"":0,""rfid_1"":3962,""power"":0,""app_uptime"":588639678,""rfid_2"":3955,""rfid_3"":3993,""rfid_4"":3441,""rfid_5"":3427,""rfid_6"":3423,""rfid_7"":3470}"	{'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '718', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4'}
2021-03-01 01:16:42.998179-08	/products_and_promotions		{'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-01 01:21:43.051272-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-01 01:22:17.809625-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":596663917,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":7,""read_avg"":3.21,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":4.45,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614590514,""kit_temperature"":0,""rfid_0"":4446,""happy_hour"":0,""rfid_1"":3953,""power"":0,""app_uptime"":589239723,""rfid_2"":3966,""rfid_3"":3919,""rfid_4"":3439,""rfid_5"":3409,""rfid_6"":3428,""rfid_7"":3387}"	{'Content-Length': '719', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-01 01:26:43.024165-08	/products_and_promotions		{'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-01 01:31:43.011547-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f'}
2021-03-01 01:32:17.77703-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":597263945,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":3,""read_avg"":4.78,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":5.79,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614591114,""kit_temperature"":0,""rfid_0"":4357,""happy_hour"":0,""rfid_1"":3968,""power"":0,""app_uptime"":589839751,""rfid_2"":3968,""rfid_3"":3985,""rfid_4"":3450,""rfid_5"":3422,""rfid_6"":3414,""rfid_7"":3441}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Connection': 'Keep-Alive', 'Content-Length': '719', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-01 01:36:42.997846-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-01 01:41:59.630141-08	/inventory	"{""retry_count"":0,""time"":1614591696,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000085110116008592410753"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000091730116043132910603"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920002"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000051110115832341130572"",""000051110115832341130578"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000091730116025015570288"",""000023500116127930280292"",""000092310116127898590981"",""000023500116073810700427"",""000027840116020713570137"",""000081750116112376090971"",""000091730116025015570086"",""000063180115752824410236"",""000081750116112376090821"",""000115710116123537390454"",""000089890116003507590144"",""000089890116003507590036"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000089890116003507590537"",""000042070116111428890580"",""000115720116123538480339"",""000042070116111428890587"",""000042070116111428890588"",""000101900116019237690163"",""000038160115371811190120"",""000089890116003454690101"",""000101780116037098601018"",""000093690116031089570316"",""000075390116043131790938"",""000027840116116652220832"",""000101770116130410541001"",""000099440116107218980277"",""000091430116073395440121"",""000047140116061254400059"",""000042070116111428890581"",""000101760116024989600518"",""000115720116123538480200"",""000042070116111428890542"",""000104480116021690620614"",""000092310116055198880023"",""000111020116121799780805"",""000040880115538449910343"",""000101920116037086490195"",""000043640116031290260022"",""000042070116111428890548"",""000091430116073395440059"",""0000611501160A45109172F2"",""000115720116123538480119""]}"	{'Content-Length': '2311', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Type': 'application/json; charset=utf-8'}
